display_taxon	NPT03	NPT05	NPT06	NPT07	NPT09	NPT10	NPT11	NPT12	NPT13	NPT14	NPT15	NPT17	NPT18	NPT19	NPT20	NPT22	NPT23	NPT24	NPT25	PT01	PT02	PT03	PT04	PT05	PT06	PT07	PT08	PT09	PT10	PT11	PT12	PT13	PT14	PT15	PT16	PT17	PT18	PT19	PT20	PT21	PT22	PT23	PT24	PT25
Lactobacillus iners	46.32824051256777	99.50009373242517	0.19574579146548352	0.02573340195573855	0.35338975169720077	87.40502942750133	0.027509055063958555	39.195747631153225	73.43411627519573	63.021032504780116	7.156171488775427	2.8369553580987046	98.57209894750956	99.84358939983018	99.93963479048243	99.58491669102601	0.1821051353648173	0.18689797287583265	36.63390663390663	0.27574631339167965	0.0	6.680161943319838	0.11738341692455448	24.542925278219396	65.48625792811839	88.19261907265272	10.808592146668492	95.50187674052549	0.04636068613815484	3.4559073884916582	92.12404627122815	0.04517936206740761	98.21428571428571	0.35617367706919945	22.216756845384488	26.752971325056336	9.941520467836257	4.1283727330810445	81.1027679623086	1.640103780578206	1.0020876826722338	4.008513657325293	1.2892828364222402	7.029807438670535
Lactobacillus jensenii	0.0	0.0	0.561137935534386	0.0	0.0	0.0	0.0	60.74647561821123	26.353489921705815	30.694710006373487	0.016208768943998704	0.0	0.0	0.0	0.002515217063232557	0.0	0.0	0.0047922557147649395	0.6060606060606061	0.0	0.0	0.2699055330634278	0.0	0.0	32.71670190274841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006894649751792609	0.0	0.0	0.0	0.0	0.0	3.0771495877502946	0.018532246108228317	0.0	0.0	0.0	0.0
Lactobacillus mulieris	0.0	0.0	0.0	0.0	0.009299730307821073	0.0	0.0	0.0	0.0	0.0	0.0	0.053527459586768016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019743336623889437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.39942448714379	0.0	0.2208480565371025	0.0	0.0	0.0	0.0	0.0
Lactobacillus paragasseri	0.03285690816494168	0.3499343873023808	0.0	0.0	0.009299730307821073	0.0	0.050433267617257346	0.0	0.0	0.03824091778202677	47.5079017748602	0.06423295150412162	0.0	0.004468874290566207	0.0	0.0	0.036421027072963456	0.0	0.0	0.0	69.21026653504441	60.034702139965304	60.39910361754348	0.01987281399046105	0.0	0.052570707601724324	0.0	0.0	0.0	0.1361933946203609	0.06153088850603003	0.0	0.0	0.0	0.03279226102639777	0.0	0.0092824654228163	0.0	0.09570082449941107	0.0	0.0	0.0	0.0	0.0
Limosilactobacillus (genus)	0.0	0.0	0.0	0.0514668039114771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24293286219081273	0.0	0.0	0.0	0.0	0.0
Limosilactobacillus coleohominis_A	0.0	0.0	0.0	0.0	0.0	0.0	0.03667874008527807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11567379988432619	0.0	0.0	0.0	0.4941646514562086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1251472320376914	0.0	0.0	0.0	0.0	0.0
Limosilactobacillus fermentum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06910167818361303	0.057836899942163095	0.08536975776331235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Limosilactobacillus portuensis	0.0	0.0	0.0	0.39629439011837364	0.0	0.0	0.0	0.0	0.0	3.4289356277884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047922557147649404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2755102040816326	0.0	0.0	0.0	0.0	0.0	2.525029446407538	0.0	0.0	0.0	0.0	0.0
Limosilactobacillus urinaemulieris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10341974627688913	0.0	0.0	0.0	0.0	0.0	0.8318610129564193	0.0	0.0	0.0	0.0	0.0
Limosilactobacillus vaginalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.091336412999433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2375102375102375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mageeibacillus indolicus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04636068613815484	0.1191692202928158	0.0	0.0	0.0	0.0	0.0	0.05301992665576813	0.0	0.0	0.0	0.19458858413639735	0.19021108791463698	0.37838477001300697	0.0	0.013189132155104196
Malacoplasma_A_271179 girerdii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.674446875759786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Megasphaera (genus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18544274455261936	0.5788219271365339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Megasphaera C hutchinsoni	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24725699273682586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Megasphaera C lornae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2997242536866083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18544274455261936	0.2723867892407218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Megasphaera_C hutchinsoni	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4146984774007914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04237801186584332	3.3534229639932	1.7705141300646918	0.0	0.0	0.0	0.0	0.0	0.14138647108204833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Megasphaera_C lornae	8.526367668802367	0.0	0.013049719431032232	0.0	3.138658978889612	0.0	0.0	0.007703566751405901	0.0	0.0	0.0	0.0	0.3016692364416438	0.0	0.0	0.0	0.0	0.0	0.0	10.658194461095793	0.0	0.0	0.010671219720414044	31.35930047694754	0.0	0.0	5.705294841975647	0.42378011865843324	1.4835419564209549	14.640789921688798	0.012306177701206004	0.9306948585885967	0.0	0.033921302578018994	0.0	9.048734149251093	0.0092824654228163	10.51260628102423	0.0	1.7142327650111193	1.9995360705172813	4.434196523589925	0.0	3.468741756792403
Metamycoplasma hominis	0.09035649745358962	0.0	0.0	0.0	0.013949595461731612	0.0	0.0	0.0	0.0	0.0	0.0	0.5245691039503265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08392279103225032	0.0	0.0	0.0	0.0	0.0	0.0	0.013681762210972774	0.0	0.0	0.10214504596527069	0.0	0.0	0.0	7.920624151967435	0.0	0.11487650775416428	0.0	0.0	0.0	4.475537435137138	5.376942704708884	10.180915218162468	0.0	0.03956739646531258
Mobiluncus mulieris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06840881105486386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Moryella sp002892395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.401792613197342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nanoperiomorbus sp004136275	0.0	0.0	0.0	0.0	0.023249325769552683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.669316375198728	0.0	0.0	0.300998768641401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05912262031453234	0.0	0.0
Nanoperiomorbus sp946222675	0.0	0.0	0.0	0.0	0.03719892123128429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neisseria_563205 gonorrhoeae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79413339042929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10341974627688913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parvimonas parva	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17128787067765763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parvimonas sp001552895	1.0267783801544275	0.031244141723426856	0.0	0.0	0.06974797730865805	0.021401819154628143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.942213163889222	0.0	0.0	0.0	0.0	0.0	0.0	0.12313585989875496	0.1210800339024095	0.5099675475197033	0.40858018386108275	0.0	0.0	0.0	0.0	0.0	0.4462510493527151	0.0	1.5432250454612475	0.0	6.8476649369903635	7.831129668290419	6.207875133025896	0.08058017727639001	0.3561065681878133
Peptoniphilus_A harei_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007703566751405901	0.0	0.0	0.09725261366399222	0.9099668129750562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08456659619450317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03447324875896304	0.0	0.3607148712903755	0.24300799717227056	0.0	0.0835504005504497	0.0	0.17605633802816903	0.11134307585247043	0.3429111978242876	0.0	0.1714587180163545
Peptoniphilus_A lacrimalis	0.0	0.0	0.0	0.0	0.09764716823212127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptostreptococcus (genus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3692957003429174
Peptostreptococcus anaerobius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.751311422759876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018071744826963044	0.0	0.0	0.04918839153959665	0.0	0.0	0.1277829655477466	0.0	0.0	0.0	0.0	0.4834810636583401	0.3561065681878133
Peptostreptococcus sp000758885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40290088638195	0.1582695858612503
Porphyromonas_A uenonis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16998918250656778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella (genus)	0.0	0.0	0.0	0.0	0.7346786943178648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6172965611167858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella amnii	11.467060949564646	0.0	0.0	0.0	1.074118850553334	0.0	0.0	0.007703566751405901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9850868791900397	0.0	19.950548601452635	0.5277494041538986	0.0	0.0	0.0	0.033921302578018994	0.0	1.74082092519772	0.0	0.0	0.0	4.206819866567828	5.641382509858501	5.096369871112687	0.08058017727639001	0.3561065681878133
Prevotella bivia	0.0	0.0	0.0	0.0	0.0	0.042803638309256285	0.0	0.0	0.0	0.0	29.694464705405625	0.053527459586768016	0.003351880404907153	0.0	0.0	0.0	0.10926308121889036	0.0	0.0	0.7433161491427887	0.0	0.028918449971081547	0.0	0.0	0.0	0.08411313216275891	0.0	0.06659401864632522	0.0	0.0	0.0	1.1023764344447458	0.062051847766133476	0.7293080054274084	3.590752582390556	0.0	0.0	5.76497763798103	0.0	0.009266123054114159	0.0	0.0	0.40290088638195	0.0
Prevotella buccalis	0.05749958928864794	0.0	0.026099438862064464	0.0	1.8134474100251092	0.0	0.0	0.007703566751405901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.004316029253087	0.0	0.0	0.0	0.0397456279809221	0.0	0.0	2.7910794910384458	0.04237801186584332	0.18544274455261936	3.4388832141641132	0.0	0.0	0.0	0.0	0.3115264797507788	4.648080236822339	0.0	2.953752395930604	0.0	34.590437361008156	29.719322662955232	19.120255409719757	0.0	0.6594566077552098
Prevotella denticola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2871024734982332	0.0	0.0	0.0	0.0	0.0
Prevotella disiens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006894649751792609	0.0	0.0	0.0	0.0	0.0	0.0	1.0285396590066715	1.3917884481558804	1.3479957431713374	0.0	0.0
Prevotella melaninogenica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.596510009634944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6671608598962194	0.8582695430294595	0.8513657325292656	0.0	0.0
Prevotella sp000758925	0.0	0.0	0.0	0.0	0.2929415046963638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1191692202928158	0.0	0.0	0.0	0.0	0.0	0.9720319886890822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10551305724083357
Prevotella sp001553265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22481533026442566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04175365344467641	0.13006976469197115	0.0	0.0
Prevotella timonensis A	0.4846393954328898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1347821432394818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.000359669104423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7022641966339751	2.8898161026116522	1.0554988083077972	0.0	0.36143489653926086	0.0	0.0	0.6886374815543532	0.0	0.0	0.98294588882882	0.0	0.2687175685693106	0.3943400603108328	0.4375073903275393	0.0	0.0
Sarcina_201130 massiliamazoniense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.522034721379143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sneathia (genus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0835504005504497	0.0	0.0	0.0	0.0	0.0	0.0
Sneathia sanguinegens	0.07392804337111877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9741997644791778	0.016759402024535765	0.004468874290566207	0.0	0.0	0.0	0.0	0.0	0.7672940894377173	0.0	0.0	0.0	0.0397456279809221	0.0	0.0	0.0	0.0	0.07726781023025807	0.08512087163772557	0.0	1.6083852895997108	0.0	0.0	0.0	0.03976494499182609	0.0185649308456326	4.668992971936895	0.0	0.7505559673832468	0.7330085826954302	0.9223128769067045	0.0	0.013189132155104196
Sneathia vaginalis	0.0821422704123542	0.0	0.0	0.0	0.009299730307821073	0.0	0.0	0.0	0.0	0.0	0.0	4.742532919387646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5056947608200453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10897203051216856	0.5563282336578581	0.08512087163772557	0.0	0.0	0.0	0.0	0.0	0.12813148941810631	0.0	0.2506512016513491	0.0	2.742772424017791	3.163999072141035	3.8547948445075084	0.0	0.0
Sodaliphilus pleomorphus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16396130513198884	0.0	0.0	0.0	0.0	0.0	0.03247506379030387	0.0	0.0	0.0
Staphylococcus aureus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5248401377274963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Staphylococcus haemolyticus	0.0	0.0	0.0	0.0	0.0	1.519529159978598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Staphylococcus lugdunensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2295458271847844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus (genus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19027484143763213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus agalactiae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49188391539596654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus anginosus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052854122621564484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03279226102639777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus pyogenes	0.0	0.0	0.026099438862064464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047922557147649395	0.0	0.023977940294928664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.4665592264303	75.21762068055922
Streptococcus salivarius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5285412262156448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus vestibularis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24312896405919662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sutterella stercoricanis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0983767830791933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Telluria sp918697865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32760032760032765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBA4285 sp902775895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0245736472207205	0.0	0.0	0.0	0.0	0.0	0.0
UBA629 sp005465875	0.0	0.0	0.0	0.020586721564590838	85.48777085464522	0.021401819154628143	0.0	0.0	0.0	0.05098789037603569	0.040521922359996757	0.04282196766941441	0.6301535161225448	0.0	0.0	0.0	0.012140342357654486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042056566081379455	75.85168969763305	0.0	51.55308298562819	41.43684031324481	0.0	0.0	0.0	0.033921302578018994	0.2131496966715855	0.0	0.0185649308456326	0.0	0.0	0.0	0.0	0.0	0.16116035455278002	0.0
Ureaplasma parvum	0.0	0.0	5.754926269085215	0.0	0.0	8.443017656500801	0.0	0.0	0.01665833749791771	0.0	0.0	0.010705491917353602	0.13407521619628612	0.0	0.010060868252930228	0.0	0.0	0.0047922557147649395	0.0	0.0	0.14807502467917077	0.10603431656063234	0.10671219720414042	0.0	0.021141649048625793	0.021028283040689728	0.0	0.006054001695120475	0.0	0.0	0.0	0.0	0.0	0.016960651289009497	0.0	0.0	0.2227791701475912	0.0	0.03680800942285041	0.0	0.0	0.0	0.0	0.0
Ureaplasma urealyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052854122621564484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018532246108228317	0.03711435861749014	0.08277166844034528	0.0	0.0
Veillonella_A atypica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09513742071881606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Veillonella_A montpellierensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4175141847767905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3259383871306908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.885718970323004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
