#TAXONOMY	display_taxon	Species	Genus	Family	Order	Class	Phylum	Kingdom
b4f82d1b121e61b285905ed6b82948e0	Prevotella melaninogenica	 Prevotella melaninogenica	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
fd1ba615fd9aeb764cf3f1952eff4084	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
b94ed341bebde8d959596537fe34e361	Sneathia vaginalis	 Sneathia vaginalis	 Sneathia	 Leptotrichiaceae	 Fusobacteriales	 Fusobacteriia	 Fusobacteriota	Bacteria
95e0b0af478b842331a3f9432d65a4cc	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
2ffb1520b62de1d1b3cd07fe54de6891	Bifidobacterium vaginale	 Bifidobacterium vaginale	 Bifidobacterium	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
f73ddd657acbc41440fd265fff67f2ed	Prevotella timonensis A	 Prevotella timonensis A	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
3e5093cb5b6dfa11ba089e34088fc8f9	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
33e998a2b08ee91538a6edb6a4607f6c	Prevotella timonensis A	 Prevotella timonensis A	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
e51a053ba9c180e302ac917a445fe1a0	Gemella asaccharolytica	 Gemella asaccharolytica	 Gemella	 Gemellaceae	 Staphylococcales	 Bacilli_A	 Bacillota_I	Bacteria
d7b9ca8ca403448ea3f91cdb2645cbaf	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
a317c1d3a0341ca4dfd082bb447f9b0d	Malacoplasma_A_271179 girerdii	 Malacoplasma_A_271179 girerdii	 Malacoplasma_A_271179	 Mycoplasmoidaceae	 Mycoplasmatales	 Bacilli_A	 Bacillota_I	Bacteria
b1f2fbec314bc7dfede96f55c27ca39e	Prevotella melaninogenica	 Prevotella melaninogenica	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
723b2098861068dd6c2771f82171fc01	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
a87c5fc4b6061a4c111452c93e963590	KA00274 sp001552885	 KA00274 sp001552885	 KA00274	 Fastidiosipilaceae	 Saccharofermentanales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
63e94a67a0e6a5515884f393f8558cc1	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
c64d10e301f18a10395e6e8137409598	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
56ff7885c62b668b5c51071d2cc7f3db	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
e741338ab8a2fcc51d09150e3c41133e	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
ff6b5f4b99c547d289f92456fcd55640	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
a0579cafd1b09a2007fae8769e51356d	Prevotella bivia	 Prevotella bivia	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
016aaa15c17541cd230b42cab2e5fedb	Prevotella bivia	 Prevotella bivia	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
bfd7c1b005ced79d83f61ea27858ef8c	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
8b21023d4534c547fc21c159f27d6603	Gemella asaccharolytica	 Gemella asaccharolytica	 Gemella	 Gemellaceae	 Staphylococcales	 Bacilli_A	 Bacillota_I	Bacteria
97155ea0a04ecb31ebe647e664a0a0c1	Dialister_37762 sp001553355	 Dialister_37762 sp001553355	 Dialister_37762	 Dialisteraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
f98dc2ee52072013dd33521d2e65f434	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
179c6d3bc3744c969b927199c6f252ab	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
43b0c775f118061613aacac1e0d4a0f8	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
110b7a9bfeb97932671da268ebbb5d8a	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
45ce1aa926b0abd50a6dec834dc9c706	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
6b849b4f716730d2882137a3476b703f	Prevotella amnii	 Prevotella amnii	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
701fbd919e6e4a03d6d95275e5caecbc	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
78fd41d6789df630c0fd1a9b33a0684f	Gemella asaccharolytica	 Gemella asaccharolytica	 Gemella	 Gemellaceae	 Staphylococcales	 Bacilli_A	 Bacillota_I	Bacteria
57c3e989eea564b301c8c2b417e961d4	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
38157a2ff6aff526294e74619f85e224	Prevotella disiens	 Prevotella disiens	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
a4bc07ee814921b9fa218580a960345b	Neisseria_563205 gonorrhoeae	 Neisseria_563205 gonorrhoeae	 Neisseria_563205	 Neisseriaceae	 Burkholderiales	 Gammaproteobacteria	 Pseudomonadota	Bacteria
4bd7bb958975788604a41a309b08644d	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
f6d73ae52daa452a892ff49fbab33f26	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
293a61fd76f6b8ab1e2df32a5364d5cc	Enterobacter hormaechei	 Enterobacter hormaechei	 Enterobacter	 Enterobacteriaceae	 Enterobacterales	 Gammaproteobacteria	 Pseudomonadota	Bacteria
da659b6a1448330953b0ea5eabdf0fbc	Gemella asaccharolytica	 Gemella asaccharolytica	 Gemella	 Gemellaceae	 Staphylococcales	 Bacilli_A	 Bacillota_I	Bacteria
9cb58100c918ebfc6587797e637822cb	Prevotella bivia	 Prevotella bivia	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
2706b583681e015e2732f697fd18a8d4	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
0a269a1cd929d2ed912fbcfcda3abab5	Dialister_37762 micraerophilus	 Dialister_37762 micraerophilus	 Dialister_37762	 Dialisteraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
be2198af786a3a0249d109d71e77419f	KA00274 sp001552885	 KA00274 sp001552885	 KA00274	 Fastidiosipilaceae	 Saccharofermentanales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
931f07b6ec9fb72d1fa91cbb38e0a71b	Sneathia vaginalis	 Sneathia vaginalis	 Sneathia	 Leptotrichiaceae	 Fusobacteriales	 Fusobacteriia	 Fusobacteriota	Bacteria
a6ce9d0d0e6ed0cb3817d57751c9773a	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
4ee029c5c7a3d41f24238e3435e036be	Dialister_37762 micraerophilus	 Dialister_37762 micraerophilus	 Dialister_37762	 Dialisteraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
07c70b0b0a1f686bc134614903513246	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
aece742a2035d3d713292ac29b5559a4	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
90870379705290c23c2967732adfc60e	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
df122715270bb68043db36c95641b1f1	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
b80193879fb7aa2b2e4723dd440c1d7a	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
b084294c6afd489a6a88f7e3fea23fc9	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
bce912b56a53bdc7d14709a7ab7adfd0	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
0a853aa34483285b4904df86b47690cf	Prevotella bivia	 Prevotella bivia	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
55260cb254d82d31ea95d09a89cd2f83	Sneathia vaginalis	 Sneathia vaginalis	 Sneathia	 Leptotrichiaceae	 Fusobacteriales	 Fusobacteriia	 Fusobacteriota	Bacteria
bda9df2c41bae06f66afd17a05d8a55c	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
598429a341a2059d5e58d9cdcc730a90	Limosilactobacillus vaginalis	 Limosilactobacillus vaginalis	 Limosilactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
46f300d1dbb1b3e8eaa65235fc5d9684	Prevotella bivia	 Prevotella bivia	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
763e3a85af7dd7b19144524c699f5c3f	Fannyhessea vaginae	 Fannyhessea vaginae	 Fannyhessea	 Atopobiaceae	 Coriobacteriales	 Coriobacteriia	 Actinomycetota	Bacteria
b7c3f22b5ba9ba2e29e14514012908b5	Bifidobacterium vaginale A	 Bifidobacterium vaginale A	 Bifidobacterium	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
175d7ae9e924a6d9b197fbc8827add0d	Prevotella melaninogenica	 Prevotella melaninogenica	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
7c490001a18a98877b52ba56820b654f	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
964f86ea3e43b32b99f6cd64d4fafef7	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
4e89be8564b252b2239648e4529a9ecb	Prevotella bivia	 Prevotella bivia	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
ad003c33254a775735c9e6834394ffda	Lactobacillus jensenii	 Lactobacillus jensenii	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
da8466ba28cc311baae6a4d1b8de9496	Limosilactobacillus vaginalis	 Limosilactobacillus vaginalis	 Limosilactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
360202c3cb8681e7c34323996f4161bf	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
8f243d43a8b10bee2a66305e3faf621b	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
52d209d2ab42509c9100e33129c70a60	Klebsiella_724518 granulomatis	 Klebsiella_724518 granulomatis	 Klebsiella_724518	 Enterobacteriaceae_A_725029	 Enterobacterales_737866	 Gammaproteobacteria	 Pseudomonadota	Bacteria
3ce4d81f39cffa23322f45121d72bea8	Anaerococcus tetradius	 Anaerococcus tetradius	 Anaerococcus	 Peptoniphilaceae	 Tissierellales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
9548ef0f3881e7140befd6cbc4804887	Sneathia vaginalis	 Sneathia vaginalis	 Sneathia	 Leptotrichiaceae	 Fusobacteriales	 Fusobacteriia	 Fusobacteriota	Bacteria
3385730daec621d369849193d9943cb4	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
83972bd25aa1d1b7a5f9af63e42df301	Gemella asaccharolytica	 Gemella asaccharolytica	 Gemella	 Gemellaceae	 Staphylococcales	 Bacilli_A	 Bacillota_I	Bacteria
9e50d09654307e4a1d6d41e3821392f1	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
feb109ec7a57ca2b43fb1d1ad82f3177	Bifidobacterium_388775 vaginale	 Bifidobacterium_388775 vaginale	 Bifidobacterium_388775	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
3ae90e99d57e5032a9202ef376f4bf1e	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
4b44310024931d320b696aca7f0da87e	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
b0442628bd715bda30dc7d9fe8c2ef71	Berryella sp001552935	 Berryella sp001552935	 Berryella	 Eggerthellaceae	 Coriobacteriales	 Coriobacteriia	 Actinomycetota	Bacteria
fe3130277b65278703b321242a257e82	Limosilactobacillus vaginalis	 Limosilactobacillus vaginalis	 Limosilactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
d22d7c240aca97844104c7253593321e	Fannyhessea massiliensis	 Fannyhessea massiliensis	 Fannyhessea	 Atopobiaceae	 Coriobacteriales	 Coriobacteriia	 Actinomycetota	Bacteria
9e963f4c34fb5a3b598ce32cd3225113	Parvimonas sp001552895	 Parvimonas sp001552895	 Parvimonas	 Peptoniphilaceae	 Tissierellales	 Clostridia	 Bacillota_A	Bacteria
9c2aeeaf8d216fd3f2e1c7e30d6fc55e	Limosilactobacillus vaginalis	 Limosilactobacillus vaginalis	 Limosilactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
fe9f9e050987da277b8d2831fbcd0979	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
e811fa7f4921b882b134defe9b19cbad	Gemella asaccharolytica	 Gemella asaccharolytica	 Gemella	 Gemellaceae	 Staphylococcales	 Bacilli_A	 Bacillota_I	Bacteria
3b764a61d046b73c139ea0dcee22e729	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
603b5e795fcc37a1e8217979944332b3	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
576f904ed9ca33d6d6a362257afe25f3	Bifidobacterium vaginale B	 Bifidobacterium vaginale B	 Bifidobacterium	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
a5bb1a188ae4dc773e34474176c81a77	Ureaplasma parvum	 Ureaplasma parvum	 Ureaplasma	 Mycoplasmoidaceae	 Mycoplasmatales	 Bacilli_A	 Bacillota_I	Bacteria
b9c42e89a20b90d64996abbe24cb5d6d	Limosilactobacillus vaginalis	 Limosilactobacillus vaginalis	 Limosilactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
ccfecc743926aced545ab88ae6f50462	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
838528061e074338117e5841007811d4	Bifidobacterium vaginale F	 Bifidobacterium vaginale F	 Bifidobacterium	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
6b1d9381c8f3cd8eb31cff843f4c1847	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
b7ed8235e69b6c4a45c3cd1f954133f9	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
917149483007d3f834eb37c27c405551	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
09cca6b579466c631f3ffe58127ac14d	Prevotella sp000758925	 Prevotella sp000758925	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
a2b790028fb22e8736796e52344a8bfc	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
22281786175cb6ac626ac742c8be8645	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
944b714f5a1e898765f252269b7fc977	Klebsiella_724518 granulomatis	 Klebsiella_724518 granulomatis	 Klebsiella_724518	 Enterobacteriaceae_A_725029	 Enterobacterales_737866	 Gammaproteobacteria	 Pseudomonadota	Bacteria
cceded2fb51d04cad7151906d6175482	Prevotella melaninogenica	 Prevotella melaninogenica	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
551d070724d6671e68af4eeb94a99c13	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
2f781a5dc48d79ef5d25cee6807b462d	Peptostreptococcus anaerobius	 Peptostreptococcus anaerobius	 Peptostreptococcus	 Peptostreptococcaceae_256921	 Peptostreptococcales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
221dcb2eb4999e737a3623db25a2b2ec	Prevotella (genus)	 Unclassified	 Prevotella	 Prevotellaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
18ef4328b33b4af496c602f6c841f3e9	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
a7bb5c34aad1e1ba29d9c90e0c05f991	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
806f3f8cc4b9d9e11c656e9d615487d8	Fannyhessea massiliensis	 Fannyhessea massiliensis	 Fannyhessea	 Atopobiaceae	 Coriobacteriales	 Coriobacteriia	 Actinomycetota	Bacteria
d316c47d94292b65802e76a2cb4f7776	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
32c7f82e719e581eb0ad1aa052211663	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
6a15b45e0900cc071b88b5524643d19e	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
9adc7b3720575e9cb905024ce9d4100a	Enterobacter_B_681665 hormaechei_681663	 Enterobacter_B_681665 hormaechei_681663	 Enterobacter_B_681665	 Enterobacteriaceae_A_725029	 Enterobacterales_737866	 Gammaproteobacteria	 Pseudomonadota	Bacteria
d69df9a6cf2e1efe9bd532d75804e30c	Gemella asaccharolytica	 Gemella asaccharolytica	 Gemella	 Gemellaceae	 Staphylococcales	 Bacilli_A	 Bacillota_I	Bacteria
2a7d52f6a221bc4b3bbd6d30151bc420	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
ef344c38bd79d5885b6abf6cf015523a	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
f7e54a05701c0a7cb5575125c8814fb1	Megasphaera_C hutchinsoni	 Megasphaera_C hutchinsoni	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
7f119804bb5d53dce2820ba36312dc07	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
fd6d53aca3eaf7be3b63f81e01a44dd8	Klebsiella_724518 granulomatis	 Klebsiella_724518 granulomatis	 Klebsiella_724518	 Enterobacteriaceae_A_725029	 Enterobacterales_737866	 Gammaproteobacteria	 Pseudomonadota	Bacteria
b811e7ba28e2ed972e86e4f794f2db24	Bifidobacterium vaginale B	 Bifidobacterium vaginale B	 Bifidobacterium	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
e238a8c2a1df62ef0a00e1c4a3aec2b6	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
921c60670eb78e585b58e43fc3b1020d	Klebsiella_724518 granulomatis	 Klebsiella_724518 granulomatis	 Klebsiella_724518	 Enterobacteriaceae_A_725029	 Enterobacterales_737866	 Gammaproteobacteria	 Pseudomonadota	Bacteria
4c8b40b96252be244a772563ba23f290	Bifidobacterium vaginale H	 Bifidobacterium vaginale H	 Bifidobacterium	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
4149a2aef456e52b1753dd0e6cc0a50d	Nanoperiomorbus sp004136275	 Nanoperiomorbus sp004136275	 Nanoperiomorbus	 Nanoperiomorbaceae	 Saccharimonadales	 Saccharimonadia	 Patescibacteria	Bacteria
13bc41e35faa4f40a01de5a972c0c4ac	Escherichia-Shigella coli	 Escherichia-Shigella coli	 Escherichia-Shigella	 Enterobacteriaceae	 Enterobacterales	 Gammaproteobacteria	 Pseudomonadota	Bacteria
83f988a4fae94f7cefab80c20bfefce0	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
70b8c1134a31272e8a8ca466104bf146	Bifidobacterium vaginale H	 Bifidobacterium vaginale H	 Bifidobacterium	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
60a1767086b3cfb6f31de733f9001e3d	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
acb325c6c969b359e1890faeee6a0197	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
67e45cd65eb2c8f742447500a25ff15c	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
6871d466e5943e57606caeef4f48e74c	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
4032b03cca8d1dc2cd6025c252c60db4	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
878b77828412e56c9461e4b1d03f4391	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
187e6961e5b88bfaeaede39d295930da	Fannyhessea vaginae	 Fannyhessea vaginae	 Fannyhessea	 Atopobiaceae	 Coriobacteriales	 Coriobacteriia	 Actinomycetota	Bacteria
dfe38b238b43507a9f41a7ef7f7c2d44	Gardnerella vaginalis	 Gardnerella vaginalis	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
86e9de50e0d4e05a93b35f635a045696	Prevotella disiens	 Prevotella disiens	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
3ef29d732a5426ee23b752b34a874733	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
3fa858cade5e4ceb5f13993768a8a4e1	Lactobacillus paragasseri	 Lactobacillus paragasseri	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
be89d5223753b38f3a2e51511a5dd49b	Prevotella timonensis A	 Prevotella timonensis A	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
52870b1426d32c2d6046453786c17135	Prevotella disiens	 Prevotella disiens	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
aceddd83c518674a744c6a5a9a1d2569	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
95405f8d199b4ef0be4585e2b881cc23	Parvimonas sp001552895	 Parvimonas sp001552895	 Parvimonas	 Peptoniphilaceae	 Tissierellales	 Clostridia	 Bacillota_A	Bacteria
