#TAXONOMY	Kingdom	Phylum	Class	Order	Family 	Genus	Species 
6bc873a0877e1efb8859b2543e2fcd89	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
00e14b0f4e22625425d3e85b8202a38e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
be1d1f378ec42891a7a87e413fb1fc9c	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus urinaemulieris
d7de338b8f33df95d2212f0fa2b74f29	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
16b3d8a7f19b0c39bbd36adf92befe37	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
4abee45df418d2f53bdfec1ec96c1232	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
acc06c9238e8f6cada88414daaf262af	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia-Caballeronia-Paraburkholderia	 Burkholderia-Caballeronia-Paraburkholderia arboris
a3cfa4777a683703251ef0b7094e3940	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 swidsinskii
c4a0c3edfea3781ced9d29436c3eaae3	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
051fc02e4dfd2f6785983f73a487abfd	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
c0cf98e07cea6df5fc85aa4ea9c9ee71	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Unclassified
9425a8bf71c7f088680667d441fcc35e	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
57be756038c01d4720e78c65e73290d9	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
c63742d94581a96a9243e0f11882065e	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Tissierellales	 Peptoniphilaceae	 Peptoniphilus_A	 Peptoniphilus_A harei_A
d21cb9f111a5391166191aace953b8e9	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Veillonellaceae	 Veillonella_A	 Veillonella_A montpellierensis
6f38a0d67eaf764960297eba0398b966	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
2afdb907935ab11fa57a71a3714c4034	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella bivia
e0b65840ddd61e69626037f01ef2ec03	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus coleohominis_A
bde1ba85fe9dd2b6c76ced870cdd58a1	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
05036999552d7347c62dfad30846e21a	Bacteria	 Bacillota	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Megasphaera	 Unclassified
a5608f668254a16188afa9f35195aa7a	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera C lornae
8fc8d93e36e79c13003e5cf41a981cbf	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
da1bd9cc90b21065ab6e8b79914aa314	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
09d54c74a19a67b5a7554b3d651121fe	Bacteria	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified
a7f53760e4887fd247940214df868ae6	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
b78034a0fe2ae1418a94b88f83f603e0	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Sneathia	 Sneathia sanguinegens
68b7fda9214bd229d5651ab1c01a2ec4	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Unclassified
1329c09d87620ef72795b0475eb26961	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
fb6d2c89bc12afbd05b324544ed7e444	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
05ad1e7e65e363d513e93db5b9287252	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
55bba1821bd07dba2ec81fcdcd483971	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
1cc526b6505ca733cf6c67292b007e0d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella melaninogenica
e27df2483ae47c1e97f095c3a3a9a1eb	Bacteria	 Bacillota_A	 Clostridia	 Peptostreptococcales	 Peptostreptococcaceae	 Peptostreptococcus	 Peptostreptococcus sp000758885
61cb2c43fd9ab2fd76e076a3d2a2c124	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
52b96901fca118df978a296ced2d9ce0	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 Clostridium_T	 Clostridium_T colicanis
70df2ce4ac9896f840be1b150bd6037c	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Fusobacteriaceae	 Fusobacterium_C	 Fusobacterium_C animalis
c86fe13610003886f2a43c5060d448c9	Bacteria	 Bacillota_A	 Clostridia	 Tissierellales	 Peptoniphilaceae	 Anaerococcus	 Anaerococcus sp900258475
0dccfbe059fa2df039662c55271827f9	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
876206e67f0732449898f082c816b0e5	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Porphyromonas_A	 Porphyromonas_A uenonis
e99eab314ddf03a2946c154ee367bc2f	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
453df7f85638632561852655b29938ad	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
da6530fd3c72a4da34f38551f20cc242	Bacteria	 Bacillota	 Bacilli	 Unclassified	 Unclassified	 Unclassified	 Unclassified
eaae7dde9e509caa5b410a127e92c6d2	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
f2b5f5c8d1d0e264475c27d8d995964e	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 swidsinskii
e32a48e0076a75a836ce501c03038681	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
75385af2b2f8ccd96533c34c4d6467fb	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Unclassified
ce659fc2613cd008f94b9d6e6d6bfc56	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella denticola
b2522443a93021f82f023e568fc6869d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
a8dcfbcba4f362215c57d81fef34a45d	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Tissierellales	 Peptoniphilaceae	 Peptoniphilus_A	 Peptoniphilus_A harei_A
41c32cecd20f5012fc7068a0e4745be7	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Sneathia	 Sneathia vaginalis
7f3a1d369dd4934ed2f95a69158a5e2b	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
08cafcbaeb9a8ffd29c4b425ce234913	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 micraerophilus
ed2cb6094551b80a470d611872d07cf0	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Unclassified
41a045b63d19f3592a2bd274f10ee727	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella sp000758925
4bd028ae4137ae3047fe2d5ce0263c44	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Tissierellales	 Peptoniphilaceae	 Finegoldia	 Finegoldia magna_H
cc13275762f2677593201d17f23d72c7	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus portuensis
5e9fa66e41354373403766f5d950da8a	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
4bd787a467212912b2770b99a448518f	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 Cryptobacteroides	 Cryptobacteroides sp022777585
b095403d50ec1c3252b70bc43a8c434d	Bacteria	 Bacillota_I	 Bacilli_A	 Staphylococcales	 Gemellaceae	 Gemella	 Gemella asaccharolytica
e364f53e488c86eec3de99381a32eebf	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
94b50bf5efde83ed652819b671cf50e3	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 Sodaliphilus	 Sodaliphilus pleomorphus
44a536d3febd41af7c2917c37925fb14	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 vaginale
66a677bea619ef4e3e5199e07e22e38c	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
2596ad2922d09513548567f6564ec549	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
b272735da6cca3b76e755783bdc1d0ff	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
9b7702f4da3b6cf0f20be0548e7f5100	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister	 Dialister micraerophilus
25dbfe9caf477c7b14429106fce6faf5	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus paragasseri
c2b6e3f57613b0d0d1e080843f273d23	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
c1769961bd513346c6d033545c8b3798	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Fusobacteriaceae	 Fusobacterium_C	 Fusobacterium_C animalis
f16544024de03f8900e8fb0360803898	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Veillonellaceae	 Veillonella_A	 Veillonella_A atypica
ff9794084ef41b09eff29db2304c0f7f	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
0186a64d9161bdd925a78dd398e4c0fd	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
7aed92a3b96d82e79109183dd660ed48	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
e38ab7e811b65bd6779e1b2f7aa0975f	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia-Caballeronia-Paraburkholderia	 Unclassified
96721fa19dadb8b23f609aab59ad414f	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella bivia
67d5e4514e920716c9626372ec5a52b3	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
c79b2c4ca52c50b789d41aedf34417ad	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
f71662523d19a216b8d89a88959954c2	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella denticola
d0ed516449bf9a1719df601f33326358	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
9946cd6fa2ad43cc61c456a69fbdab83	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Peptostreptococcales	 Peptostreptococcaceae_256921	 Peptostreptococcus	 Peptostreptococcus anaerobius
797293a3a0d7ba227faed36775dc075f	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
feb4cdb55624dc95d7dd75f521d3379d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
ff8c98f448fedda85c49b19a2a9e1e01	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
3bc13ffbdb6f160cffe9fe82aa8ef199	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
c5a855b27103260a0350b8426d519697	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
62f4bc973c89924061b5a4eed80be1d6	Bacteria	 Actinomycetota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Fannyhessea	 Fannyhessea vaginae
641e2cc7adeffb219b69635fbdc30164	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus portuensis
32a39899540d96a8f51e83f974031754	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 Nanoperiomorbaceae	 Nanoperiomorbus	 Nanoperiomorbus sp946222675
2d5f18cc1cbcf5946edd88cc9d94c20a	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella sp000758925
4f98ff523e66527ea9e79ebae5fe7f10	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus coleohominis_A
c33996fdc0aeca1656f6e21f8704a285	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 Clostridium_T	 Clostridium_T colicanis
fe6713edadf22f38b82e551ec42c4c4f	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 micraerophilus
e28739c537b99d442cc3203bf1e3e581	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
7f7ad0b79567080ae1a07aedc3b8ad24	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
73cd12b64a0667c97c473b1ff3ed64d1	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
dd404076fed16f4d77e5ef618603f380	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
ce2193df2ba4d266e6395a369678c31f	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
7cd37e871b012452f0581b3f550b4a1f	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus portuensis
9fa333f17111f63219aed73fb439fada	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
30f2e0998935d538f7d5f07545421da8	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
f00aaa17a4a6f003589c3f656bf03132	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 micraerophilus
6f091491378eaebdb9a575d030882774	Bacteria	 Bacillota_I	 Bacilli_A	 Staphylococcales	 Gemellaceae	 Gemella	 Gemella asaccharolytica
bc3c61edbe41decaa757706755ad2abc	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
8d08ad54432a28fe2afca4fa60c82341	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
5831c5146f39d25cc828ca1806877486	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Klebsiella_724518	 Klebsiella_724518 variicola
49e78edd9ea7fe2761154bc74b9e3d11	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Aerococcaceae	 Aerococcus	 Aerococcus christensenii
cbd7b2bbbcde0f93c83d24e760b34080	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Unclassified
f71531eaca68f59bd34d8edf11897fe8	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus fermentum
9eef35f7760bf4e8bbf373bce40f3b68	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Unclassified
25c832b93d857daa6034421fe58d3809	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Fusobacteriaceae	 Fusobacterium_C	 Fusobacterium_C animalis
70c644195422482acd6e8f57b44156f2	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus anginosus
7d7ba2f82edd89e81341fc8be2789693	Bacteria	 Bacillota_A	 Clostridia	 Tissierellales	 Peptoniphilaceae	 Anaerococcus	 Anaerococcus sp900258475
ba3ecc7be2c3daafe161eb4f8e2d0a15	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
2b591108280f387b520491889bc8e749	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella sp000758925
fbe9d0789e4f6867c8103d9c0333ac8a	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
088e4674baf1b914ed7052d3265e85b4	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
ddf2da4401a41fd463df25c1959f11cc	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
0bdb7fb9ab2a95bcf79f21018934b1ca	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
9553e5a477ecd4ed03ab20a63a9b0423	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
f1e8fbdb8bd497e0962713c776270fde	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella melaninogenica
c0523a73f5c3cdd30a6ddb2f5b8b2fc3	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 Sodaliphilus	 Sodaliphilus pleomorphus
0f94dc2e9d3a5181355913e8bc9ada35	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
a6891de7a71b9574d5ae6de6be05e294	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 micraerophilus
c30d6bf3db594d2c8f566402b4606cab	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
cacf389377ed838dc64bb1a58f0bfecf	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
667cdbd37b183df877ac6a7dadbb7ef5	Bacteria	 Actinomycetota	 Thermoleophilia	 Gaiellales	 Gaiellaceae	 Gaiella	 Gaiella occulta
b57099bb532dd334b121754362947f4e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella melaninogenica
78b947660cbd24006b7a2dc2e25231b7	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Tissierellales	 Peptoniphilaceae	 Peptoniphilus_A	 Peptoniphilus_A harei_A
dcf109df58ce8f861762624cc2479415	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Caballeronia	 Caballeronia concitans
efc3ff7ae2446ec0090abdbce89f42cc	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
3aef619979591f75f766c664bf02b701	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Veillonellaceae	 Veillonella_A	 Veillonella_A montpellierensis
83a5d91a5fb7d57caf4a59f00d7073a8	Bacteria	 Bacillota_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
bddef7ff5dabddb95c29ca5ed1797536	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
37b75e46d6aa6772560762c3a7b8a51f	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
215bde9ae99ac2bb58ab3db4623e7c19	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
91914f4612c8ba2452de1d4a4d02fcd4	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C hutchinsoni
e02a157bbd099d102e58910d3d3b4160	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595427	 Sutterella	 Sutterella stercoricanis
6e5909a489a1c4197289702d75591783	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 swidsinskii
9ec13e5c1f2808387ec53d57fbdc18e3	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Saccharofermentanales	 Fastidiosipilaceae	 KA00274	 KA00274 sp001552885
2edf03c8810ee21c41e70d34e4a933e8	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 swidsinskii
086091547432cd62276fea0c911f76fa	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella bivia
22c1a9ba7519dd55a640cf2b69f26a26	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 swidsinskii
3bbd25fa8f3d27531f148f56072e8daf	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
b5113c3e7abdb97087bc1b866f435f5e	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
388d14b6ad2151ae898402f3be033ee6	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
df132d4cefabc3e09f7f18e031f21d0a	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Klebsiella_724518	 Klebsiella_724518 variicola
8878d4ee994e05a92a0919cc58f7fd3d	Bacteria	 Bacillota	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Dialister	 Unclassified
15d74616cbbadcd8086ab2cba7d79b86	Bacteria	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified
977880ad4bb49fd9d6f4df77fdab0c5d	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
b788ea1dd793187d057589a9e476cfed	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
e7b0a4727cb019c81dec050e155fe7fa	Bacteria	 Bacillota_I	 Bacilli_A	 Staphylococcales	 Gemellaceae	 Gemella	 Gemella asaccharolytica
f9aa14efcbd6278081a3ae1e0a30d448	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus paragasseri
7ead4f3dd48ec87b493d4ef8cada7a15	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus paragasseri
908d12023e970e7cd66b1350ba9e388d	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Tissierellales	 Peptoniphilaceae	 Anaerococcus	 Anaerococcus hydrogenalis
dc4aa74aed44edb220416fdf94dfd417	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Veillonellaceae	 Veillonella_A	 Veillonella_A montpellierensis
dabfaa7236b20d165fcd9eb7a420553e	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Actinomycetaceae	 Mobiluncus	 Mobiluncus mulieris
96abd56529e06b137c16207151139153	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
7868a61568b79dfa242d2d6753e4be55	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
413b3990357e62dcaed82443e93174be	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
